"ticker","preco_atual","data_hora","fechamento_anterior","retorno_diario"
"PETR4",48.09,"2026-09-09T01:55:29.000Z",48.08,0.0002079866888520199
"VALE3",79.02,"2026-09-09T01:55:29.000Z",79.39,-0.004660536591510323
"MGLU3",5.83,"2026-09-09T01:55:29.000Z",5.82,0.0017182130584192073
"ITUB4",42.43,"2026-09-09T01:55:29.000Z",42.45,-0.0004711425206125589
