"ticker","preco_atual","data_hora","fechamento_anterior","retorno_diario"
"PETR4",47.09,"2026-09-04T18:40:30.000Z",47.1,-0.0002123142250530363
"VALE3",78.97,"2026-09-04T18:40:30.000Z",78.96,0.0001266464032422127
"MGLU3",5.8,"2026-09-04T18:41:30.000Z",5.79,0.0017271157167529857
"ITUB4",41.97,"2026-09-04T18:41:30.000Z",41.98,-0.0002382086707955696
