"ticker","preco_atual","data_hora","fechamento_anterior","retorno_diario"
"PETR4",48.2,"2026-09-02T20:57:30.000Z",48,0.004166666666666726
"VALE3",80.8,"2026-09-02T20:57:30.000Z",80.55,0.0031036623215394167
"MGLU3",5.4,"2026-09-02T20:56:30.000Z",5.4,0
"ITUB4",41.41,"2026-09-02T20:57:30.000Z",41.33,0.0019356399709653592
